Window_Num,Num_Packets,Avg_DNP3_Length,F0_Confirm,F1_Read,F2_Write,F4_Operate,F5_DirectOperate,F6_DirectOperate_NoResp,F13_ColdRestart,F14_WarmRestart,F129_Response,F130_UnsolicitedResponse,IIN_Val_Change,Analog_Input_Change,Binary_Input_Change,Src_Port_Changed,Dst_Port_Changed,Label
1,4,10.0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,
2,5,10.0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,
3,5,10.0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,
4,5,10.0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,
5,4,10.0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,
6,6,10.0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,
7,4,10.0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,
8,6,10.0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,
9,4,10.0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,
10,6,23.17,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,
11,5,10.0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,
12,4,10.0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,
13,6,10.0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,
14,4,10.0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,
15,5,10.0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,
16,5,10.0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,
17,5,10.0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,
18,5,10.0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,
19,5,10.0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,
20,4,10.0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,
21,6,10.0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,
22,5,25.8,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,
23,6,10.0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,
24,4,10.0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,
25,5,10.0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,
26,5,10.0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,
27,5,10.0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,
28,5,10.0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,
29,5,10.0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,
30,4,10.0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,
31,6,10.0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,
32,4,10.0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,
33,6,10.0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,
34,5,25.8,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,
35,5,10.0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,
36,5,10.0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,
37,5,10.0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,
38,5,10.0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,
39,5,10.0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,
40,4,10.0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,
41,6,10.0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,
42,4,10.0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,
43,5,10.0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,
44,5,10.0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,
45,4,10.0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,
46,7,21.29,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,
47,4,10.0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,
48,6,10.0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,
49,4,10.0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,
50,5,10.0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,
51,5,10.0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,
52,5,10.0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,
53,5,10.0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,
54,5,10.0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,
55,4,10.0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,
56,6,10.0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,
57,4,10.0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,
58,7,21.29,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,
59,4,10.0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,
60,5,10.0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,
61,5,10.0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,
62,5,10.0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,
63,5,10.0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,
64,5,10.0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,
65,4,10.0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,
66,6,10.0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,
67,4,10.0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,
68,6,10.0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,
69,4,10.0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,
70,6,23.17,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,
71,5,10.0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,
72,5,10.0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,
73,5,10.0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,
74,4,10.0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,
75,5,10.0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,
76,5,10.0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,
77,5,10.0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,
78,5,10.0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,
79,5,10.0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,
80,4,10.0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,
81,6,10.0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,
82,5,25.8,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,
83,5,10.0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,
84,5,10.0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,
85,5,10.0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,
86,5,10.0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,
87,5,10.0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,
88,5,10.0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,
89,5,10.0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,
90,4,10.0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,
91,6,10.0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,
92,4,10.0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,
93,5,10.0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,
94,6,23.17,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,
95,5,10.0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,
96,5,10.0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,
97,5,10.0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,
98,4,10.0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,
99,6,10.0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,
100,4,10.0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,
101,6,10.0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,
102,4,10.0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,
103,5,10.0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,
104,5,10.0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,
105,4,10.0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,
106,7,21.29,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,
107,4,10.0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,
108,5,10.0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,
109,5,10.0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,
110,5,10.0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,
111,5,10.0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,
112,5,10.0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,
113,4,10.0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,
114,6,10.0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,
115,4,10.0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,
116,6,10.0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,
117,4,10.0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,
118,6,23.17,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,
119,5,10.0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,
120,5,10.0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,
121,5,10.0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,
122,5,10.0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,
123,4,10.0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,
124,6,10.0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,
125,4,10.0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,
126,6,10.0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,
127,4,10.0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,
128,5,10.0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,
129,5,10.0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,
130,6,23.17,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,
131,5,10.0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,
132,5,10.0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,
133,4,10.0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,
134,6,10.0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,
135,4,10.0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,
136,5,10.0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,
137,5,10.0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,
138,4,10.0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,
139,6,10.0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,
140,4,10.0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,
141,5,10.0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,
142,6,23.17,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,
143,5,10.0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,
144,5,10.0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,
145,5,10.0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,
146,4,10.0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,
147,6,10.0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,
148,4,10.0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,
149,6,10.0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,
150,4,10.0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,
151,5,10.0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,
152,5,10.0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,
153,5,10.0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,
154,6,23.17,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,
155,5,10.0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,
156,4,10.0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,
157,6,10.0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,
158,4,10.0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,
159,6,10.0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,
160,4,10.0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,
161,5,10.0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,
162,5,10.0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,
163,5,10.0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,
164,5,10.0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,
165,5,10.0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,
166,4,29.75,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,
167,5,10.0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,
168,5,10.0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,
169,5,10.0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,
170,5,10.0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,
171,4,10.0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,
172,6,10.0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,
173,4,10.0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,
174,6,10.0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,
175,4,10.0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,
176,5,10.0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,
177,5,14.0,0,0,0,0,0,0,0,0,2,3,1,1,0,0,0,
178,6,23.17,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,
179,5,10.0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,
180,5,10.0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,
181,4,10.0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,
182,6,10.0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,
183,4,10.0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,
184,6,10.0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,
185,4,10.0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,
186,5,10.0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,
187,5,10.0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,
188,5,10.0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,
189,5,10.0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,
190,6,23.17,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,
191,4,10.0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,
192,6,10.0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,
193,4,10.0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,
194,6,10.0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,
195,4,10.0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,
196,5,10.0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,
197,5,10.0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,
198,4,10.0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,
199,6,10.0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,
200,4,10.0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,
201,5,10.0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,
202,6,23.17,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,
203,5,10.0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,
204,5,10.0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,
205,5,10.0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,
206,4,10.0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,
207,6,10.0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,
208,4,10.0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,
209,6,10.0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,
210,4,10.0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,
211,5,10.0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,
212,5,10.0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,
213,5,10.0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,
214,6,23.17,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,
215,5,10.0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,
216,4,10.0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,
217,6,10.0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,
218,4,14.0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,
219,6,16.0,0,0,0,0,0,0,0,0,3,3,0,1,0,0,0,
220,4,10.0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,
221,5,10.0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,
222,5,10.0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,
223,5,10.0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,
224,5,10.0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,
225,5,10.0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,
226,5,25.8,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,
227,6,10.0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,
228,4,10.0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,
229,5,10.0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,
230,5,10.0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,
231,4,10.0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,
232,6,10.0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,
233,4,10.0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,
234,6,10.0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,
235,4,10.0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,
236,5,10.0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,
237,5,10.0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,
238,6,23.17,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,
239,4,10.0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,
240,6,10.0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,
241,4,10.0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,
242,6,10.0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,
243,4,10.0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,
244,5,10.0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,
245,5,10.0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,
246,5,10.0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,
247,5,10.0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,
248,5,10.0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,
249,4,10.0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,
250,7,21.29,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,
251,4,10.0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,
252,6,10.0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,
253,4,10.0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,
254,5,10.0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,
255,5,10.0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,
256,5,10.0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,
257,5,10.0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,
258,4,10.0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,
259,5,10.0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,
260,5,10.0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,
261,5,10.0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,
262,6,23.17,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,
263,5,10.0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,
264,4,10.0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,
265,6,10.0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,
266,4,10.0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,
267,6,10.0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,
268,4,10.0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,
269,5,10.0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,
270,5,10.0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,
271,5,10.0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,
272,5,10.0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,
273,5,10.0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,
274,5,25.8,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,
275,6,10.0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,
276,4,10.0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,
277,6,10.0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,
278,4,10.0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,
279,5,10.0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,
280,5,10.0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,
281,5,10.0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,
282,4,10.0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,
283,6,10.0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,
284,4,10.0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,
285,6,10.0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,
286,5,25.8,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,
287,5,10.0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,
288,5,10.0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,
289,5,10.0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,
290,5,10.0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,
291,4,10.0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,
292,5,10.0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,
293,5,10.0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,
294,5,10.0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,
295,5,10.0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,
296,5,10.0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,
297,4,10.0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,
298,7,21.29,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,
299,4,10.0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,
300,6,10.0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,
301,4,10.0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,
302,5,10.0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,
303,5,10.0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,
304,5,10.0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,
305,5,10.0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,
306,5,10.0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,
307,4,10.0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,
308,6,10.0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,
309,4,10.0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,
310,7,21.29,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,
311,4,10.0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,
312,5,10.0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,
313,5,10.0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,
314,5,10.0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,
315,5,10.0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,
316,5,10.0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,
317,4,10.0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,
318,6,10.0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,
319,4,10.0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,
320,6,10.0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,
321,4,10.0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,
322,5,25.8,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,
323,6,10.0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,
324,4,10.0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,
325,6,10.0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,
326,4,10.0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,
327,5,10.0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,
328,5,10.0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,
329,5,10.0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,
330,5,10.0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,
331,5,10.0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,
332,4,10.0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,
333,6,10.0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,
334,5,25.8,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,
335,6,10.0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,
